Date,Open,High,Low,Close,Volume
09/22/2023,"321.32","321.45","316.15","317.01","21,447,891"
09/21/2023,"319.26","325.35","315.00","319.53","35,560,359"
09/20/2023,"329.51","329.59","320.51","320.77","21,436,529"
09/19/2023,"326.17","329.39","324.51","328.65","16,514,490"
09/18/2023,"327.80","330.40","326.36","329.06","16,834,211"
09/15/2023,"336.92","337.40","329.65","330.22","37,679,793"
09/14/2023,"339.15","340.86","336.57","338.70","20,267,051"
09/13/2023,"331.31","336.85","331.17","336.06","16,544,410"
09/12/2023,"335.82","336.79","331.48","331.77","17,565,480"
09/11/2023,"337.24","338.42","335.43","337.94","16,583,320"
09/08/2023,"330.09","336.16","329.46","334.27","19,548,170"
09/07/2023,"331.29","333.08","329.03","329.91","18,381,000"
09/06/2023,"333.38","334.46","330.18","332.88","17,535,770"
09/05/2023,"329.00","334.85","328.66","333.55","18,553,859"
09/01/2023,"331.31","331.99","326.78","328.66","14,942,020"
08/31/2023,"329.20","330.91","326.78","327.76","26,410,949"
08/30/2023,"328.67","329.81","326.45","328.79","15,222,110"
08/29/2023,"321.88","328.98","321.88","328.41","19,284,590"
08/28/2023,"325.66","326.15","321.72","323.70","14,808,480"
08/25/2023,"321.47","325.36","318.80","322.98","21,684,100"
08/24/2023,"332.85","332.98","319.96","319.97","23,281,430"
08/23/2023,"323.82","329.20","323.46","327.00","21,166,381"
08/22/2023,"325.50","326.08","321.46","322.46","16,102,020"
08/21/2023,"317.93","322.77","317.04","321.88","24,039,961"
08/18/2023,"314.49","318.38","311.55","316.48","24,755,010"
08/17/2023,"320.54","321.87","316.21","316.88","21,257,160"
08/16/2023,"320.80","324.42","319.80","320.40","20,698,859"
08/15/2023,"323.00","325.09","320.90","321.86","16,966,289"
08/14/2023,"321.39","324.06","320.08","324.04","18,836,141"
08/11/2023,"320.26","322.41","319.21","321.01","24,355,490"
08/10/2023,"326.02","328.26","321.18","322.93","20,113,730"
08/09/2023,"326.47","327.11","321.05","322.23","22,373,270"
08/08/2023,"326.96","328.75","323.00","326.05","22,327,570"
08/07/2023,"328.37","331.11","327.52","330.11","17,741,529"
08/04/2023,"331.88","335.14","327.24","327.78","23,741,480"
08/03/2023,"326.00","329.88","325.95","326.66","18,360,350"
08/02/2023,"333.63","333.63","326.36","327.50","27,761,260"
08/01/2023,"335.19","338.54","333.70","336.34","18,381,250"
07/31/2023,"336.92","337.70","333.36","335.92","25,446,020"
07/28/2023,"333.67","340.01","333.17","338.37","28,484,869"
07/27/2023,"340.48","341.33","329.05","330.72","39,635,262"
07/26/2023,"341.44","344.67","333.11","337.77","58,383,699"
07/25/2023,"347.11","351.89","345.07","350.98","41,637,738"
07/24/2023,"345.85","346.92","342.31","345.11","26,719,211"
07/21/2023,"349.15","350.30","339.83","343.77","69,405,375"
07/20/2023,"353.57","357.97","345.37","346.87","33,778,398"
07/19/2023,"361.75","362.46","352.44","355.08","39,732,898"
07/18/2023,"345.83","366.78","342.17","359.49","64,872,711"
07/17/2023,"345.68","346.99","342.20","345.73","20,363,930"
07/14/2023,"347.59","351.43","344.31","345.24","28,352,730"
07/13/2023,"339.56","343.74","339.02","342.66","20,567,160"
07/12/2023,"336.60","341.65","335.67","337.20","29,995,260"
07/11/2023,"331.06","332.86","327.00","332.47","26,698,221"
07/10/2023,"334.60","335.23","327.59","331.83","32,791,449"
07/07/2023,"339.32","341.79","337.00","337.22","21,214,820"
07/06/2023,"337.30","342.99","335.50","341.27","28,195,529"
07/05/2023,"335.09","341.65","334.73","338.15","18,172,381"
07/03/2023,"339.19","340.90","336.57","337.99","12,484,240"
06/30/2023,"337.75","342.73","337.20","340.54","26,832,760"
06/29/2023,"334.71","336.11","332.62","335.05","16,997,039"
06/28/2023,"334.66","337.98","333.81","335.85","20,259,520"
06/27/2023,"331.86","336.15","329.30","334.57","24,354,109"
06/26/2023,"333.72","336.11","328.49","328.60","21,520,580"
06/23/2023,"334.36","337.96","333.45","335.02","23,146,900"
06/22/2023,"334.12","340.12","333.34","339.71","23,556,760"
06/21/2023,"336.37","337.73","332.07","333.56","25,117,801"
06/20/2023,"339.31","342.08","335.86","338.05","26,375,410"
06/16/2023,"351.32","351.47","341.95","342.33","46,551,992"
06/15/2023,"337.48","349.84","337.20","348.10","38,899,078"
06/14/2023,"334.34","339.04","332.81","337.34","26,003,789"
06/13/2023,"334.47","336.98","330.39","334.29","22,951,279"
06/12/2023,"328.58","332.10","325.16","331.85","24,306,750"
06/09/2023,"324.99","329.99","324.41","326.79","22,528,949"
06/08/2023,"323.94","326.64","323.35","325.26","23,277,711"
06/07/2023,"331.65","334.49","322.50","323.38","40,717,129"
06/06/2023,"335.33","335.37","332.17","333.68","20,396,221"
06/05/2023,"335.22","338.56","334.66","335.94","21,307,051"
06/02/2023,"334.25","337.50","332.55","335.40","25,873,770"
06/01/2023,"325.93","333.53","324.72","332.58","26,773,850"
05/31/2023,"332.29","335.94","327.33","328.39","45,950,551"
05/30/2023,"335.23","335.74","330.52","331.21","29,503,070"
05/26/2023,"324.02","333.40","323.88","332.89","36,630,633"
05/25/2023,"323.24","326.90","320.00","325.92","43,301,738"
05/24/2023,"314.73","316.50","312.61","313.85","23,384,891"
05/23/2023,"320.03","322.72","315.25","315.26","30,797,170"
05/22/2023,"318.60","322.59","318.01","321.18","24,115,660"
05/19/2023,"316.74","318.75","316.37","318.34","27,546,699"
05/18/2023,"314.53","319.04","313.72","318.52","27,275,990"
05/17/2023,"312.29","314.43","310.74","314.00","24,315,010"
05/16/2023,"309.83","313.71","309.83","311.74","26,730,350"
05/15/2023,"309.10","309.91","307.59","309.46","16,336,550"
05/12/2023,"310.55","310.65","306.60","308.97","19,774,699"
05/11/2023,"310.10","311.12","306.26","310.11","31,680,180"
05/10/2023,"308.62","313.00","307.67","312.31","30,078,039"
05/09/2023,"308.00","310.04","306.31","307.00","21,340,830"
05/08/2023,"310.13","310.20","306.09","308.65","21,318,609"
05/05/2023,"305.72","311.97","304.27","310.65","28,197,051"
05/04/2023,"306.24","307.76","303.40","305.41","22,519,910"
05/03/2023,"306.62","308.61","304.09","304.40","22,360,750"
05/02/2023,"307.76","309.18","303.91","305.41","26,404,430"
05/01/2023,"306.97","308.60","305.15","305.56","21,294,119"
04/28/2023,"304.01","308.93","303.31","307.26","36,469,609"
04/27/2023,"295.97","305.20","295.25","304.83","46,462,641"
04/26/2023,"296.70","299.57","292.73","295.37","64,599,180"
04/25/2023,"279.51","281.60","275.37","275.42","45,772,238"
04/24/2023,"282.09","284.95","278.72","281.77","26,611,010"
04/21/2023,"285.01","286.27","283.06","285.76","21,676,391"
04/20/2023,"285.25","289.03","285.08","286.11","23,244,359"
04/19/2023,"285.99","289.05","284.54","288.45","17,150,270"
04/18/2023,"291.57","291.76","287.01","288.37","20,161,850"
04/17/2023,"289.93","291.60","286.16","288.80","23,836,221"
04/14/2023,"287.00","288.48","283.69","286.14","20,987,920"
04/13/2023,"283.59","289.90","283.17","289.84","24,222,680"
04/12/2023,"284.79","287.01","281.96","283.49","27,403,430"
04/11/2023,"285.75","285.98","281.64","282.83","27,276,590"
04/10/2023,"289.21","289.60","284.71","289.39","23,102,990"
04/06/2023,"283.21","292.08","282.03","291.60","29,770,330"
04/05/2023,"285.85","287.15","282.92","284.34","22,064,770"
04/04/2023,"287.23","290.45","285.67","287.18","25,824,301"
04/03/2023,"286.52","288.27","283.95","287.23","24,883,340"
03/31/2023,"283.73","289.27","283.00","288.30","32,765,980"
03/30/2023,"284.23","284.46","281.48","284.05","25,053,410"
03/29/2023,"278.96","281.14","278.41","280.51","25,087,029"
03/28/2023,"275.79","276.14","272.05","275.23","21,878,650"
03/27/2023,"280.50","281.46","275.52","276.38","26,840,211"
03/24/2023,"277.24","280.63","275.28","280.57","28,199,961"
03/23/2023,"277.94","281.06","275.20","277.66","36,610,879"
03/22/2023,"273.40","281.04","272.18","272.29","34,873,328"
03/21/2023,"274.88","275.00","269.52","273.78","34,558,699"
03/20/2023,"276.98","277.48","269.85","272.23","43,466,648"
03/17/2023,"278.26","283.33","276.32","279.43","69,527,367"
03/16/2023,"265.21","276.56","263.28","276.20","54,832,141"
03/15/2023,"259.98","266.48","259.21","265.44","46,028,047"
03/14/2023,"256.75","261.07","255.86","260.79","33,620,289"
03/13/2023,"247.40","257.91","245.73","253.92","33,339,719"
03/10/2023,"251.08","252.79","247.60","248.59","28,333,930"
03/09/2023,"255.82","259.56","251.58","252.32","26,653,391"
03/08/2023,"254.04","254.54","250.81","253.70","17,340,221"
03/07/2023,"256.30","257.69","253.39","254.15","21,473,180"
03/06/2023,"256.43","260.12","255.98","256.87","24,109,850"
03/03/2023,"252.19","255.62","251.39","255.29","30,760,141"
03/02/2023,"246.55","251.40","245.61","251.11","24,833,650"
03/01/2023,"250.76","250.93","245.79","246.27","27,565,260"
02/28/2023,"249.07","251.49","248.73","249.42","22,490,949"
02/27/2023,"252.46","252.82","249.39","250.16","21,190,039"
02/24/2023,"249.96","251.00","248.10","249.22","24,990,910"
02/23/2023,"255.56","256.84","250.48","254.77","29,219,100"
02/22/2023,"254.09","254.34","250.34","251.51","22,491,061"
02/21/2023,"254.48","255.49","251.59","252.67","28,397,439"
02/17/2023,"259.39","260.09","256.00","258.06","30,000,061"
02/16/2023,"264.02","266.74","261.90","262.15","29,603,619"
02/15/2023,"268.32","270.73","266.18","269.32","28,962,160"
02/14/2023,"272.67","274.97","269.28","272.17","37,047,922"
02/13/2023,"267.64","274.60","267.15","271.32","44,630,922"
02/10/2023,"261.53","264.09","260.66","263.10","25,818,490"
02/09/2023,"273.80","273.98","262.80","263.62","42,375,102"
02/08/2023,"273.20","276.76","266.21","266.73","54,686,047"
02/07/2023,"260.53","268.78","260.08","267.56","50,841,367"
02/06/2023,"257.44","258.30","254.78","256.77","22,518,000"
02/03/2023,"259.54","264.20","257.10","258.35","29,077,260"
02/02/2023,"258.82","264.69","257.25","264.60","39,940,441"
02/01/2023,"248.00","255.18","245.47","252.75","31,259,910"
